	PassengerId	Pclass	Sex	Age	SibSp	Parch	Fare	Embarked	Title	Survived
632	633	1	1	4	0	0	4	2	0	1
633	634	1	1	5	0	0	4	0	1	0
634	635	3	0	4	3	2	4	0	3	0
635	636	2	0	4	0	0	4	0	3	1
636	637	3	1	4	0	0	4	0	1	0
637	638	2	1	4	1	1	4	0	1	0
638	639	3	0	4	0	5	4	0	4	0
639	640	3	1	4	1	0	4	0	1	0
640	641	3	1	4	0	0	4	0	1	0
641	642	1	0	4	0	0	5	2	3	1
642	643	3	0	4	3	2	4	0	3	0
643	644	3	1	4	0	0	5	0	1	1
644	645	3	0	4	2	1	4	2	3	1
645	646	1	1	5	1	0	5	2	1	1
646	647	3	1	4	0	0	4	0	1	0
647	648	1	1	5	0	0	4	2	0	1
648	649	3	1	4	0	0	4	0	1	0
649	650	3	0	4	0	0	4	0	3	1
650	651	3	1	4	0	0	4	0	1	0
651	652	2	0	4	0	1	4	0	3	1
652	653	3	1	4	0	0	4	0	1	0
653	654	3	0	4	0	0	4	1	3	1
654	655	3	0	4	0	0	4	1	3	0
655	656	2	1	4	2	0	5	0	1	0
656	657	3	1	4	0	0	4	0	1	0
657	658	3	0	4	1	1	4	1	4	0
658	659	2	1	4	0	0	4	0	1	0
659	660	1	1	5	0	2	5	2	1	0
660	661	1	1	5	2	0	5	0	0	1
661	662	3	1	4	0	0	4	2	1	0
662	663	1	1	5	0	0	4	0	1	0
663	664	3	1	4	0	0	4	0	1	0
664	665	3	1	4	1	0	4	0	1	1
665	666	2	1	4	2	0	5	0	1	0
666	667	2	1	4	0	0	4	0	1	0
667	668	3	1	4	0	0	4	0	1	0
668	669	3	1	4	0	0	4	0	1	0
669	670	1	0	5	1	0	4	0	4	1
670	671	2	0	4	1	1	4	0	4	1
671	672	1	1	4	1	0	4	0	1	0
672	673	2	1	5	0	0	4	0	1	0
673	674	2	1	4	0	0	4	0	1	1
674	675	2	1	5	0	0	4	0	1	0
675	676	3	1	4	0	0	4	0	1	0
676	677	3	1	4	0	0	4	0	1	0
677	678	3	0	4	0	0	4	0	3	1
678	679	3	0	4	1	6	4	0	4	0
679	680	1	1	4	0	1	5	2	1	1
680	681	3	0	4	0	0	4	1	3	0
681	682	1	1	4	0	0	5	2	1	1
682	683	3	1	4	0	0	4	0	1	0
683	684	3	1	4	5	2	4	0	1	0
684	685	2	1	5	1	1	4	0	1	0
685	686	2	1	4	1	2	4	2	1	0
686	687	3	1	4	4	1	4	0	1	0
687	688	3	1	4	0	0	4	0	1	0
688	689	3	1	4	0	0	4	0	1	0
689	690	1	0	4	0	1	5	0	3	1
690	691	1	1	4	1	0	5	0	1	1
691	692	3	0	4	0	1	4	2	3	1
692	693	3	1	4	0	0	5	0	1	1
693	694	3	1	4	0	0	4	2	1	0
694	695	1	1	5	0	0	4	0	0	0
695	696	2	1	5	0	0	4	0	1	0
696	697	3	1	5	0	0	4	0	1	0
697	698	3	0	5	0	0	4	1	3	1
698	699	1	1	5	1	1	5	2	1	0
699	700	3	1	4	0	0	4	0	1	0
700	701	1	0	4	1	0	5	2	4	1
701	702	1	1	4	0	0	4	0	1	1
702	703	3	0	4	0	1	4	2	3	0
703	704	3	1	4	0	0	4	1	1	0
704	705	3	1	4	1	0	4	0	1	0
705	706	2	1	4	0	0	4	0	1	0
706	707	2	0	5	0	0	4	0	4	1
707	708	1	1	4	0	0	4	0	1	1
708	709	1	0	4	0	0	5	0	3	1
709	710	3	1	4	1	1	4	2	2	1
710	711	1	0	4	0	0	4	2	3	1
711	712	1	1	4	0	0	4	0	1	0
712	713	1	1	5	1	0	4	0	1	1
713	714	3	1	4	0	0	4	0	1	0
714	715	2	1	5	0	0	4	0	1	0
715	716	3	1	4	0	0	4	0	1	0
716	717	1	0	4	0	0	5	2	3	1
717	718	2	0	4	0	0	4	0	3	1
718	719	3	1	4	0	0	4	1	1	0
719	720	3	1	4	0	0	4	0	1	0
720	721	2	0	4	0	1	4	0	3	1
721	722	3	1	4	1	0	4	0	1	0
722	723	2	1	4	0	0	4	0	1	0
723	724	2	1	5	0	0	4	0	1	0
724	725	1	1	4	1	0	5	0	1	1
725	726	3	1	4	0	0	4	0	1	0
726	727	2	0	4	3	0	4	0	4	1
727	728	3	0	4	0	0	4	1	3	1
728	729	2	1	4	1	0	4	0	1	0
729	730	3	0	4	1	0	4	0	3	0
730	731	1	0	4	0	0	5	0	3	1
731	732	3	1	4	0	0	4	2	1	0
732	733	2	1	4	0	0	4	0	1	0
733	734	2	1	4	0	0	4	0	1	0
734	735	2	1	4	0	0	4	0	1	0
735	736	3	1	4	0	0	4	0	1	0
736	737	3	0	5	1	3	4	0	4	0
737	738	1	1	4	0	0	5	2	1	1
738	739	3	1	4	0	0	4	0	1	0
739	740	3	1	4	0	0	4	0	1	0
740	741	1	1	5	0	0	4	0	1	1
741	742	1	1	4	1	0	5	0	1	0
742	743	1	0	4	2	2	5	2	3	1
743	744	3	1	4	1	0	4	0	1	0
744	745	3	1	4	0	0	4	0	1	1
745	746	1	1	5	1	1	5	0	0	0
746	747	3	1	4	1	1	4	0	1	0
747	748	2	0	4	0	0	4	0	3	1
748	749	1	1	4	1	0	5	0	1	0
749	750	3	1	4	0	0	4	1	1	0
750	751	2	0	4	1	1	4	0	3	1
751	752	3	1	4	0	1	4	0	2	1
752	753	3	1	4	0	0	4	0	1	0
753	754	3	1	4	0	0	4	0	1	0
754	755	2	0	5	1	2	5	0	4	1
755	756	2	1	4	1	1	4	0	2	1
756	757	3	1	4	0	0	4	0	1	0
757	758	2	1	4	0	0	4	0	1	0
758	759	3	1	4	0	0	4	0	1	0
759	760	1	0	4	0	0	5	0	0	1
760	761	3	1	4	0	0	4	0	1	0
761	762	3	1	4	0	0	4	0	1	0
762	763	3	1	4	0	0	4	2	1	1
763	764	1	0	4	1	2	5	0	4	1
764	765	3	1	4	0	0	4	0	1	0
765	766	1	0	5	1	0	5	0	4	1
766	767	1	1	5	0	0	4	2	0	0
767	768	3	0	4	0	0	4	1	3	0
768	769	3	1	4	1	0	4	1	1	0
769	770	3	1	4	0	0	4	0	1	0
770	771	3	1	4	0	0	4	0	1	0
771	772	3	1	5	0	0	4	0	1	0
772	773	2	0	5	0	0	4	0	4	0
773	774	3	1	4	0	0	4	2	1	0
774	775	2	0	5	1	3	4	0	4	1
775	776	3	1	4	0	0	4	0	1	0
776	777	3	1	4	0	0	4	1	1	0
777	778	3	0	4	0	0	4	0	3	1
778	779	3	1	4	0	0	4	1	1	0
779	780	1	0	4	0	1	5	0	4	1
780	781	3	0	4	0	0	4	2	3	1
781	782	1	0	4	1	0	5	0	4	1
782	783	1	1	4	0	0	4	0	1	0
783	784	3	1	4	1	2	4	0	1	0
784	785	3	1	4	0	0	4	0	1	0
785	786	3	1	4	0	0	4	0	1	0
786	787	3	0	4	0	0	4	0	3	1
787	788	3	1	4	4	1	4	1	2	0
788	789	3	1	4	1	2	4	0	2	1
789	790	1	1	5	0	0	5	2	1	0
790	791	3	1	4	0	0	4	1	1	0
791	792	2	1	4	0	0	4	0	1	0
792	793	3	0	5	8	2	5	0	3	0
793	794	1	1	5	0	0	4	2	1	0
794	795	3	1	4	0	0	4	0	1	0
795	796	2	1	4	0	0	4	0	1	0
796	797	1	0	5	0	0	4	0	0	1
797	798	3	0	4	0	0	4	0	4	1
798	799	3	1	4	0	0	4	2	1	0
799	800	3	0	4	1	1	4	0	4	0
800	801	2	1	4	0	0	4	0	1	0
801	802	2	0	4	1	1	4	0	4	1
802	803	1	1	4	1	2	5	0	2	1
803	804	3	1	4	0	1	4	2	2	1
804	805	3	1	4	0	0	4	0	1	1
805	806	3	1	4	0	0	4	0	1	0
806	807	1	1	4	0	0	4	0	1	0
807	808	3	0	4	0	0	4	0	3	0
808	809	2	1	4	0	0	4	0	1	0
809	810	1	0	4	1	0	5	0	4	1
810	811	3	1	4	0	0	4	0	1	0
811	812	3	1	4	0	0	4	0	1	0
812	813	2	1	4	0	0	4	0	1	0
813	814	3	0	4	4	2	4	0	3	0
814	815	3	1	4	0	0	4	0	1	0
815	816	1	1	4	0	0	4	0	1	0
816	817	3	0	4	0	0	4	0	3	0
817	818	2	1	4	1	1	4	2	1	0
818	819	3	1	4	0	0	4	0	1	0
819	820	3	1	4	3	2	4	0	2	0
820	821	1	0	5	1	1	5	0	4	1
821	822	3	1	4	0	0	4	0	1	1
822	823	1	1	4	0	0	4	0	0	0
823	824	3	0	4	0	1	4	0	4	1
824	825	3	1	4	4	1	4	0	2	0
825	826	3	1	4	0	0	4	1	1	0
826	827	3	1	4	0	0	5	0	1	0
827	828	2	1	4	0	2	4	2	2	1
828	829	3	1	4	0	0	4	1	1	1
829	830	1	0	5	0	0	5	0	4	1
830	831	3	0	4	1	0	4	2	4	1
831	832	2	1	4	1	1	4	0	2	1
832	833	3	1	5	0	0	4	2	1	0
833	834	3	1	4	0	0	4	0	1	0
834	835	3	1	4	0	0	4	0	1	0
835	836	1	0	4	1	1	5	2	3	1
836	837	3	1	4	0	0	4	0	1	0
837	838	3	1	4	0	0	4	0	1	0
838	839	3	1	4	0	0	5	0	1	1
839	840	1	1	4	0	0	4	2	1	1
840	841	3	1	4	0	0	4	0	1	0
841	842	2	1	4	0	0	4	0	1	0
842	843	1	0	4	0	0	4	2	3	1
843	844	3	1	4	0	0	4	2	1	0
844	845	3	1	4	0	0	4	0	1	0
845	846	3	1	4	0	0	4	0	1	0
846	847	3	1	4	8	2	5	0	1	0
847	848	3	1	4	0	0	4	2	1	0
848	849	2	1	4	0	1	4	0	0	0
849	850	1	0	4	1	0	5	2	4	1
850	851	3	1	4	4	2	4	0	2	0
851	852	3	1	5	0	0	4	0	1	0
852	853	3	0	4	1	1	4	2	3	0
853	854	1	0	4	0	1	4	0	3	1
854	855	2	0	5	1	0	4	0	4	0
855	856	3	0	4	0	1	4	0	4	1
856	857	1	0	5	1	1	5	0	4	1
857	858	1	1	5	0	0	4	0	1	1
858	859	3	0	4	0	3	4	2	4	1
859	860	3	1	4	0	0	4	2	1	0
860	861	3	1	4	2	0	4	0	1	0
861	862	2	1	4	1	0	4	0	1	0
862	863	1	0	5	0	0	4	0	4	1
863	864	3	0	4	8	2	5	0	3	0
864	865	2	1	4	0	0	4	0	1	0
865	866	2	0	4	0	0	4	0	4	1
866	867	2	0	4	1	0	4	2	3	1
867	868	1	1	4	0	0	4	0	1	0
868	869	3	1	4	0	0	4	0	1	0
869	870	3	1	4	1	1	4	0	2	1
870	871	3	1	4	0	0	4	0	1	0
871	872	1	0	5	1	1	5	0	4	1
872	873	1	1	4	0	0	4	0	1	0
873	874	3	1	5	0	0	4	0	1	0
874	875	2	0	4	1	0	4	2	4	1
875	876	3	0	4	0	0	4	2	3	1
876	877	3	1	4	0	0	4	0	1	0
877	878	3	1	4	0	0	4	0	1	0
878	879	3	1	4	0	0	4	0	1	0
879	880	1	0	5	0	1	5	2	4	1
880	881	2	0	4	0	1	4	0	4	1
881	882	3	1	4	0	0	4	0	1	0
882	883	3	0	4	0	0	4	0	3	0
883	884	2	1	4	0	0	4	0	1	0
884	885	3	1	4	0	0	4	0	1	0
885	886	3	0	4	0	5	4	1	4	0
886	887	2	1	4	0	0	4	0	0	0
887	888	1	0	4	0	0	4	0	3	1
888	889	3	0	4	1	2	4	0	3	0
889	890	1	1	4	0	0	4	2	1	1
890	891	3	1	4	0	0	4	1	1	0
